id,cost,elapsed_min,x_drift_mm,y_drift_mm,z_drift_mm,x_cost,y_cost,z_cost,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
825b2f7c,0.009462737262266867,0.1,18.78164704505327,17.237652781837046,0.9158246110885787,0.004695411761263317,0.004309413195459261,0.00045791230554428935,0.1993100709452574,0.002874223669426775,4.946613168877267e-05,0.009055529556270276,0.42975298406136814,0.00026900333149851416,0.968070582529494,4.730236174578289,29.859153660095863,4.6001632589744214e-05,0.0017872916114269031,0.8063697911592902,0.040943259645358665,816.8905499221898
be63565a,0.005090619618982552,0.1,10.457142764614156,8.319638886832713,0.7928484122416705,0.002614285691153539,0.0020799097217081785,0.00039642420612083523,0.04295756422555143,0.0021444362438545104,1.5708998330346772e-05,0.003928938310446146,0.22758888578408776,0.0001192068806249882,0.9397040528052174,4.432265416510619,30.020259040227828,1.1818484916793519e-05,0.0016750156121139899,1.0525935015564154,0.015641476661022495,973.8158448775185
e5028d7f,0.015048893910882587,0.1,27.95774997137283,29.69962115603222,1.2691022580626514,0.0069894374928432075,0.007424905289008054,0.0006345511290313257,0.09339494933808686,0.0025851846141411662,2.0868283446346104e-05,0.011368139889934525,0.4959507747329578,0.0001522933903229267,0.7467687614763326,4.133737748566864,30.062660868786388,8.167329288255346e-06,0.000776378301971622,1.0952352792353568,0.05769525428535812,954.8077302133473
eec195df,0.015269530721661621,0.1,29.536889061062805,29.981798272948712,0.7797177763174863,0.007384222265265701,0.007495449568237178,0.00038985888815874315,0.13056311803655463,0.002568434936758969,1.1387810578737103e-05,0.0019232884507032308,0.36180639453180125,0.0006563603396399252,0.6030876958689249,3.971074730424728,30.097227968720716,2.423659482073512e-05,0.0014990809424062408,1.3266466775618337,0.07061610116703244,1019.7892635857074
ddc153c6,0.01669114144211554,0.1,30.900304343461457,31.70753234528323,2.0783645398587387,0.007725076085865364,0.007926883086320807,0.0010391822699293693,0.07920447887255155,0.0025540885841656047,3.975389984867625e-05,0.006203926927048612,0.35624567502786786,0.00027816424948169834,0.16809239556858502,4.141129041113973,30.243764711324804,8.0702146621604e-05,0.002381423535591114,1.5899946728992096,0.04447194052715104,882.466938061067
207236ce,0.013591429078158766,0.1,24.033128270866708,26.476749937549663,1.9279190521093463,0.006008282067716677,0.006619187484387416,0.0009639595260546731,0.18152384390307244,0.009149821419043911,3.0849782856582656e-05,0.0093196183106372,0.18793475878613752,0.0005579241422278355,0.5261146800657428,4.410295552277079,30.027529019492828,8.011432159817545e-06,0.002147284558689173,1.1794179429065261,0.09495987827374779,892.0977157910166
82f55b59,0.007406257786917382,0.1,14.167710129083543,13.744458615211347,0.8564312016873193,0.003541927532270886,0.0034361146538028366,0.0004282156008436597,0.0809034267427688,0.002236002832299955,5.951447363248767e-05,0.003968500045340962,0.34106966845279785,0.00045079903697230244,0.5291238888810588,4.790600762088107,29.78937805415288,2.521727742862326e-05,0.001889194412488823,0.5192770143067864,0.04250406954423689,963.2801048187304
8170fe40,0.007265192732259122,0.1,14.424058388634947,12.99553648427206,0.8205880280647395,0.003606014597158737,0.003248884121068015,0.00041029401403236973,0.1419217752058383,0.0026892031335879083,1.189558335228154e-05,0.0023648579065057755,0.3971841762549784,0.00018168225904488907,0.4516132496523704,4.621218287463668,30.565871937901846,3.567590734262526e-05,0.00291082503904865,0.9661836801664964,0.012026559624081761,935.4582811768474
186aae48,0.007267790366537503,0.1,11.61487517516195,13.367155153426525,2.044565568780768,0.0029037187937904878,0.0033417887883566313,0.0010222827843903838,0.14742938735204061,0.017337052844160723,2.7687981643709608e-05,0.003894620737291021,0.4895863203226371,0.00014105559846474045,0.8428541911513149,4.725585549374272,30.237316364483608,1.6872327408667625e-05,0.004291370551894975,0.5287598744105895,0.0519583434863509,1087.319612054085
b2f40f15,0.017520106789547383,0.1,32.95483608631014,32.2286964926202,2.448447289629598,0.008238709021577535,0.00805717412315505,0.001224223644814799,0.07134344890457543,0.0021385040366532684,3.38762729213506e-05,0.0022333443251238943,0.036107444454275786,0.0003315654424789104,0.18130205671369665,4.642081281178184,29.724164848838125,9.225613740516871e-05,0.0013649905460939252,0.8617207460677562,0.060765384173907026,845.547613957656
05779d2b,0.003013295582566858,0.1,4.744559632159332,5.478000176669948,0.9153112607190758,0.001186139908039833,0.001369500044167487,0.0004576556303595379,0.1654828448038272,0.007800891308004739,1.041721397798527e-05,0.003592450154892358,0.5779659520658866,0.0005426890389158529,0.12890683482537818,4.103853112526325,30.156586943533828,3.882382009090899e-05,0.002900058453889127,1.1736200905240828,0.021655811533157036,960.5809722737647
6b577a1a,0.015730483504235504,0.1,30.48284846454601,31.460031050315294,0.4895272510403552,0.007620712116136502,0.007865007762578823,0.0002447636255201776,0.17315567904517995,0.0019306067007862423,0.00011474568196951924,0.004386836005276237,0.14260384521632025,0.0004977022451602439,0.20758923305393223,4.736131284331053,30.34758860466334,1.7938552279827424e-05,0.003847823113630044,1.2101511757771934,0.06112505185937949,1076.5677878520023
e231a39b,0.0032158681501248797,0.1,4.044976580095448,4.198999045955593,2.3097484872242386,0.001011244145023862,0.0010497497614888982,0.0011548742436121194,0.11937092605089915,0.001878790446296348,1.7105814771355517e-05,0.0017999245156184057,0.47686915673751096,0.00040026481926944363,0.5830090185446307,4.748161178662724,30.003900679009753,8.63126080503038e-05,0.0020783617333199464,1.4327100798301855,0.05337020510411635,867.7024096524506
213f8e05,0.004002992504768917,0.1,6.886258840289024,7.22969526023728,0.9480079592746813,0.001721564710072256,0.00180742381505932,0.00047400397963734067,0.06749121529273176,0.004413084482547573,2.709946303270155e-05,0.005178481668872775,0.6419733155477986,0.0003007121225231129,0.24595644084725116,4.045534471098037,29.8660416870542,5.713837652047752e-05,0.0028440906481959813,0.5623372342449545,0.03904335480812393,974.6844805436066
3aa0e188,0.015076249003533812,0.1,30.812424854335468,28.55181498893829,0.4703780854307462,0.007703106213583867,0.007137953747234573,0.0002351890427153731,0.07679938936837995,0.0035165572849227373,3.292022086445488e-05,0.0014358373185382298,0.6073377414898392,0.0004658417001746032,0.8249223354994591,4.816148519224656,29.586687380849593,1.654411135488576e-05,0.003284708410217573,1.267972948999345,0.04944376699097648,1085.9395055585908
2795e119,0.008145338857507001,0.1,14.797748595087377,15.81846355368233,0.9825716406291487,0.003699437148771844,0.003954615888420583,0.0004912858203145743,0.20978872863036827,0.006929005542641084,6.112270606190552e-05,0.004959289592036988,0.4054178754443396,0.0005341888662840272,0.26814746742340434,4.428952641816245,29.854386775332856,3.346285806478671e-05,0.004869529755490553,0.5032452600801006,0.055651580615266635,827.7082622475523
