id,cost,elapsed_min,detach_force,detach_moment,xy_drift,detach_cost,drift_cost,achieved,goal,shortfall,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
4f58d27a,0.7704050847299028,0.2,400.68999999992764,25.031856559322375,8.020482015832746,0.27040508472990277,0.5,25.031856559322375,54.513090000000005,0.5408101694598055,0.1993100709452574,0.002874223669426775,4.946613168877267e-05,0.009055529556270276,0.42975298406136814,0.00026900333149851416,0.968070582529494,4.730236174578289,29.859153660095863,4.6001632589744214e-05,0.0017872916114269031,0.8063697911592902,0.040943259645358665,302.34337387471464
333a916f,0.19786950581308121,0.2,579.9899999995098,36.24937371870487,0.0006070542095472672,0.16751679533571787,0.030352710477363362,36.24937371870487,54.513090000000005,0.33503359067143573,0.04295756422555143,0.0021444362438545104,1.5708998330346772e-05,0.003928938310446146,0.22758888578408776,0.0001192068806249882,0.9397040528052174,4.432265416510619,30.020259040227828,1.1818484916793519e-05,0.0016750156121139899,1.0525935015564154,0.015641476661022495,713.7544554922423
7b191215,0.1972909016172135,0.2,579.9899999995098,36.2493705876301,0.0005954815512587345,0.16751682405427676,0.029774077562936728,36.2493705876301,54.513090000000005,0.3350336481085535,0.09339494933808686,0.0025851846141411662,2.0868283446346104e-05,0.011368139889934525,0.4959507747329578,0.0001522933903229267,0.7467687614763326,4.133737748566864,30.062660868786388,8.167329288255346e-06,0.000776378301971622,1.0952352792353568,0.05769525428535812,649.4453012412739
40efc270,0.19244043091590213,0.2,579.9899999995098,36.24933078797268,0.0004984648362966377,0.16751718910107025,0.024923241814831885,36.24933078797268,54.513090000000005,0.3350343782021405,0.13056311803655463,0.002568434936758969,1.1387810578737103e-05,0.0019232884507032308,0.36180639453180125,0.0006563603396399252,0.6030876958689249,3.971074730424728,30.097227968720716,2.423659482073512e-05,0.0014990809424062408,1.3266466775618337,0.07061610116703244,917.2155246040027
afbee200,0.6927930644109821,0.2,579.9899999995098,33.493598656776676,0.03086028207147795,0.1927930644109821,0.5,33.493598656776676,54.513090000000005,0.3855861288219642,0.07920447887255155,0.0025540885841656047,3.975389984867625e-05,0.006203926927048612,0.35624567502786786,0.00027816424948169834,0.16809239556858502,4.141129041113973,30.243764711324804,8.0702146621604e-05,0.002381423535591114,1.5899946728992096,0.04447194052715104,445.3324265326981
4fbfd54a,0.6752566434561657,0.2,579.9899999995098,35.40552764435227,0.023367494870951123,0.17525664345616562,0.5,35.40552764435227,54.513090000000005,0.35051328691233125,0.18152384390307244,0.009149821419043911,3.0849782856582656e-05,0.0093196183106372,0.18793475878613752,0.0005579241422278355,0.5261146800657428,4.410295552277079,30.027529019492828,8.011432159817545e-06,0.002147284558689173,1.1794179429065261,0.09495987827374779,472.2166863577621
2408e59b,0.2277893861828394,0.2,579.9899999995098,36.24937229118072,0.0012054515550742907,0.16751680842912486,0.060272577753714536,36.24937229118072,54.513090000000005,0.3350336168582497,0.0809034267427688,0.002236002832299955,5.951447363248767e-05,0.003968500045340962,0.34106966845279785,0.00045079903697230244,0.5291238888810588,4.790600762088107,29.78937805415288,2.521727742862326e-05,0.001889194412488823,0.5192770143067864,0.04250406954423689,676.9265717500535
b031f0d6,0.5017238512685903,0.2,10.009999999998897,0.6256172893924367,0.00014924162400168433,0.49426177006850613,0.007462081200084216,0.6256172893924367,54.513090000000005,0.9885235401370123,0.1419217752058383,0.0026892031335879083,1.189558335228154e-05,0.0023648579065057755,0.3971841762549784,0.00018168225904488907,0.4516132496523704,4.621218287463668,30.565871937901846,3.567590734262526e-05,0.00291082503904865,0.9661836801664964,0.012026559624081761,592.693642978949
c6fc3d0a,0.18727335441710838,0.2,579.9899999995098,36.24937220572099,0.000395130904082751,0.16751680921297082,0.019756545204137548,36.24937220572099,54.513090000000005,0.33503361842594165,0.14742938735204061,0.017337052844160723,2.7687981643709608e-05,0.003894620737291021,0.4895863203226371,0.00014105559846474045,0.8428541911513149,4.725585549374272,30.237316364483608,1.6872327408667625e-05,0.004291370551894975,0.5287598744105895,0.0519583434863509,1198.9372466918555
629a1093,0.7582674624416683,0.2,579.9899999995098,26.355175151691434,0.07291455593422677,0.2582674624416683,0.5,26.355175151691434,54.513090000000005,0.5165349248833366,0.07134344890457543,0.0021385040366532684,3.38762729213506e-05,0.0022333443251238943,0.036107444454275786,0.0003315654424789104,0.18130205671369665,4.642081281178184,29.724164848838125,9.225613740516871e-05,0.0013649905460939252,0.8617207460677562,0.060765384173907026,347.51992494734156
2812d65d,0.2244254551030642,0.2,579.9899999995098,36.249362722367245,0.001138171178154795,0.16751689619532445,0.05690855890773975,36.249362722367245,54.513090000000005,0.3350337923906489,0.1654828448038272,0.007800891308004739,1.041721397798527e-05,0.003592450154892358,0.5779659520658866,0.0005426890389158529,0.12890683482537818,4.103853112526325,30.156586943533828,3.882382009090899e-05,0.002900058453889127,1.1736200905240828,0.021655811533157036,667.9769400943819
d8774022,0.1938183884316194,0.2,579.9899999995098,36.24936964562343,0.000526031114743098,0.1675168326944645,0.0263015557371549,36.24936964562343,54.513090000000005,0.335033665388929,0.17315567904517995,0.0019306067007862423,0.00011474568196951924,0.004386836005276237,0.14260384521632025,0.0004977022451602439,0.20758923305393223,4.736131284331053,30.34758860466334,1.7938552279827424e-05,0.003847823113630044,1.2101511757771934,0.06112505185937949,1175.466537751931
19fdadd8,0.7205483075175406,0.2,579.9899999995098,30.467550525897263,0.03861350557371628,0.22054830751754065,0.5,30.467550525897263,54.513090000000005,0.4410966150350813,0.11937092605089915,0.001878790446296348,1.7105814771355517e-05,0.0017999245156184057,0.47686915673751096,0.00040026481926944363,0.5830090185446307,4.748161178662724,30.003900679009753,8.63126080503038e-05,0.0020783617333199464,1.4327100798301855,0.05337020510411635,403.76731518823107
c3ca339f,0.23143601576875492,0.2,579.9899999995098,36.24935611692563,0.0012783811797520083,0.1675169567811545,0.06391905898760042,36.24935611692563,54.513090000000005,0.335033913562309,0.06749121529273176,0.004413084482547573,2.709946303270155e-05,0.005178481668872775,0.6419733155477986,0.0003007121225231129,0.24595644084725116,4.045534471098037,29.8660416870542,5.713837652047752e-05,0.0028440906481959813,0.5623372342449545,0.03904335480812393,716.9342193692706
664607e6,0.1931922619548738,0.2,579.9899999995098,36.249365639096716,0.0005135078502421959,0.167516869442764,0.025675392512109797,36.249365639096716,54.513090000000005,0.335033738885528,0.07679938936837995,0.0035165572849227373,3.292022086445488e-05,0.0014358373185382298,0.6073377414898392,0.0004658417001746032,0.8249223354994591,4.816148519224656,29.586687380849593,1.654411135488576e-05,0.003284708410217573,1.267972948999345,0.04944376699097648,822.124398334265
0bc258c6,0.7645866671258047,0.2,411.38999999990267,25.666216404341938,8.83003820678611,0.2645866671258047,0.5,25.666216404341938,54.513090000000005,0.5291733342516094,0.20978872863036827,0.006929005542641084,6.112270606190552e-05,0.004959289592036988,0.4054178754443396,0.0005341888662840272,0.26814746742340434,4.428952641816245,29.854386775332856,3.346285806478671e-05,0.004869529755490553,0.5032452600801006,0.055651580615266635,314.63556868985086
845a4eef,0.5018374613455638,0.2,10.009999999998897,0.6256171000687298,0.00015151379081119996,0.4942617718050038,0.007575689540559998,0.6256171000687298,54.513090000000005,0.9885235436100076,0.10207877228600658,0.006709441117147368,3.30585760831741e-05,0.0015020109625826898,0.285405821612787,0.0005056883696807791,0.28088531522049176,4.564939200334307,30.013671942592495,2.016107161617588e-05,0.004796435632721932,1.3403527005326388,0.012189427142994506,653.9885499659352
19db0669,0.19060197318187316,0.2,579.9899999995098,36.24935114470129,0.0004616994158987073,0.16751700238693779,0.023084970794935364,36.24935114470129,54.513090000000005,0.33503400477387557,0.08953215922693124,0.005698111113606261,1.829119502035766e-05,0.0029213170858585426,0.6514983479407916,0.0005750838827462041,0.13990336160940486,4.399647120457087,29.857512335633746,2.0137007423389367e-05,0.0045766379908778,1.205797637053272,0.014514868304825148,912.2524808504946
b7d35fe9,0.7472647030101076,0.2,441.2499999998331,27.554763981973466,10.520730108583278,0.24726470301010764,0.5,27.554763981973466,54.513090000000005,0.4945294060202153,0.6125786507371811,0.00645268826368538,1.1070972051765834e-05,0.002263227552964676,0.8800787744139807,0.00019395249431619215,0.6331486815993331,4.732396025856824,29.721912913294744,3.0348820653363256e-05,1.616942482889048e-05,0.6229010484212057,0.0290949041121932,345.59300452815313
fc5274a3,0.26979995938430046,0.2,579.9899999995098,36.2217601930469,0.002040597795661982,0.16777006960120136,0.1020298897830991,36.2217601930469,54.513090000000005,0.3355401392024027,0.43675550634910437,0.001177486819155684,2.333381289139022e-05,0.0034611673114637357,0.93238816364948,0.00011728262088084844,0.8489566032078681,4.503069995054793,29.705538991634135,4.35146503630088e-05,0.002820759280844171,0.7577823356197936,0.036352321113480225,502.13899626292067
93c31360,0.2557702309984579,0.4,579.9899999995098,36.24937282939202,0.001765068550117315,0.16751680349259215,0.08825342750586575,36.24937282939202,54.513090000000005,0.3350336069851843,0.10728053700104229,0.0027074113755483735,1.3642392859375212e-05,0.002423694080310598,0.5125169910590474,0.00014894841769324792,0.4628499095544805,4.688688209209625,29.76457452384527,0.00012672893913786865,0.003030848002937517,0.568144036364304,0.07763450543915262,899.4186954796781
c8542ced,0.19070003809470362,0.4,579.9899999995098,36.249360349309896,0.0004636624026687732,0.16751691796126497,0.02318312013343866,36.249360349309896,54.513090000000005,0.33503383592252994,0.05225119477002317,0.00704215522788613,1.9906134450378374e-05,0.0061680617022546545,0.5142566174762183,0.0004597353740991341,0.9747899299143473,4.428837781488785,29.717704131471532,1.692298536585274e-05,0.002242850616503569,0.7989150473050741,0.03432756206871114,1188.5331912041747
1150a06f,0.19443597345337096,0.4,579.9899999995098,36.24930615487753,0.0005383711682973708,0.16751741503850243,0.026918558414868538,36.24930615487753,54.513090000000005,0.33503483007700485,0.1460765477542509,0.006179648685484729,4.9906983559301644e-05,0.004646459942181821,0.7729539535466091,0.00034646887232338004,0.7037634134631039,4.106252640994537,29.96634612386656,2.2397945743659777e-05,0.003420822531394147,1.2872018914077341,0.06586030783615925,964.6865503795664
522171d2,0.21848710417948553,0.4,579.9899999995098,36.24936031062043,0.0010194037172671314,0.16751691831612894,0.05097018586335657,36.24936031062043,54.513090000000005,0.3350338366322579,0.06527663108732698,0.006540653678538975,1.570658063096833e-05,0.0022653984821311025,0.49806970348389,0.00020974036999595535,0.0909735100313851,3.822932429392064,30.16105043938898,4.0921193363756576e-05,0.003365379416321406,1.0476418261447604,0.04985290595619323,1167.0561851299597
d70ce448,0.1937327879177784,0.4,579.9899999995098,36.249358075909264,0.0005243169820927036,0.16751693881314322,0.026215849104635182,36.249358075909264,54.513090000000005,0.33503387762628645,0.09954138217151727,0.01373197195801007,1.4711619075657376e-05,0.0030261562893226833,0.5962614382055039,0.00013900501740653586,0.37777180279502054,4.7814611974635,30.276917343231798,1.2662226963349375e-05,0.0029159328510725956,0.9733433382403577,0.0249856324415961,889.4848689073156
7dc6b3fd,0.26513427579442383,0.4,579.9899999995098,36.2493733853372,0.0019523495480204289,0.16751679839340242,0.09761747740102145,36.2493733853372,54.513090000000005,0.33503359678680483,0.08903526744322748,0.0030682074544955066,2.8821058814892996e-05,0.0017170723519286165,0.28282093460917346,0.0007902739358245082,0.4837088087187307,4.706471414326708,29.931660412027114,4.91305693479606e-05,0.0039055579914703967,1.236897667946501,0.07091099682993476,1148.4249147707983
de9ec7ba,0.1912308569228159,0.4,579.9899999995098,36.249365679560704,0.00047427975702384067,0.1675168690716239,0.023713987851192032,36.249365679560704,54.513090000000005,0.3350337381432478,0.09086759605321629,0.0027521176160382136,2.615182837507609e-05,0.0016660437007559171,0.22745131096541887,0.0002292509609776666,0.9156551276575903,4.090153186177986,29.764602975633046,1.2801199419644838e-05,0.003033795155666605,0.7384764758270262,0.0787514869811137,979.9161581343336
b1c915ad,0.18849722910260133,0.4,579.9899999995098,36.24937148489226,0.00041960826556221753,0.16751681582449046,0.020980413278110874,36.24937148489226,54.513090000000005,0.3350336316489809,0.11212149813641355,0.00369380096162079,6.053843276227071e-05,0.002148011583804116,0.05995385577463622,0.00024558308489540316,0.7106123969207057,4.56512263856851,29.989553619125797,3.757091432635685e-06,0.0041396532402042,0.5191675145582899,0.03283481060819153,573.4982318452544
be13c9b0,0.20300765591677597,0.4,579.9899999995098,36.249374420693094,0.0007098173403954117,0.1675167888970054,0.03549086701977058,36.249374420693094,54.513090000000005,0.3350335777940108,0.19057788892055366,0.005714876561633242,1.290806044683366e-05,0.003410754634418167,0.03125883885833293,0.0002695889165431966,0.03808048583994829,4.5805159636057935,30.402446014318457,2.20275599012236e-05,0.0021293527952385154,1.8682410615950356,0.033163502328372584,1157.1873896788177
1d8c198d,0.21819654392363913,0.4,579.9899999995098,36.249354062348516,0.0010135913659535898,0.16751697562595963,0.050679568297679486,36.249354062348516,54.513090000000005,0.33503395125191926,0.17968940425409516,0.0016930964332726435,9.701854641831044e-06,0.0022612892488466547,0.2875617213267337,0.00038227130434279554,0.9828459544878724,4.203362717087865,29.99813615641561,3.917574488396054e-05,0.0033443489740832603,0.8361767656154373,0.02889716728244813,1181.2549065111339
95d77f2a,0.2964166192971146,0.4,579.9899999995098,36.249368849390954,0.002577995585990382,0.16751683999759553,0.1288997792995191,36.249368849390954,54.513090000000005,0.33503367999519107,0.08198513629436943,0.018666978462424613,4.269485860404924e-05,0.008293230205937393,0.13457518187356404,0.0002463551936369468,0.5800505652213187,3.894504627556957,30.25638948093967,0.00011006371871737542,0.0044486572095237655,0.9259625313432129,0.022112046342151477,635.0300001164553
7c29d063,0.1896231770078655,0.4,579.9899999995098,36.24935811699916,0.0004421247714320659,0.1675169384362622,0.022106238571603296,36.24935811699916,54.513090000000005,0.3350338768725244,0.11894157520512069,0.01470640288148802,8.441801989318372e-06,0.005464410102295639,0.042218073004648214,0.0005995259791492996,0.042971916528858886,5.056660332045995,29.807616905871747,8.662434221920811e-06,0.00411068647469404,0.9377875362192705,0.07135143669636157,1066.0418213931546
0fc3494e,0.19275932688398917,0.4,579.9899999995098,36.24936620653025,0.0005048492529157469,0.16751686423820183,0.025242462645787344,36.24936620653025,54.513090000000005,0.33503372847640367,0.11212602684093471,0.012882711716161732,7.020164915494288e-06,0.0038027361599163026,0.6495788101620428,0.0007271479354916517,0.9079063466483699,4.183111193797081,30.227451123702956,1.2134399703772265e-05,0.0032199472330149814,1.075131709395697,0.017172688168553118,922.8641606308827
7d286fdc,0.22042755064910025,0.4,579.9899999995098,36.24936450420359,0.0010582134159394573,0.16751687985212738,0.05291067079697286,36.24936450420359,54.513090000000005,0.33503375970425475,0.10872587111869593,0.011487744102108902,1.0970231025268413e-05,0.004146001920242534,0.7751191910915963,0.001568226372016491,0.2812975426084963,4.3746769970769135,29.94846031654095,4.868057164164328e-05,0.0033751739496938223,1.0542201082411977,0.018094599805772712,1143.2454475692462
5982a2f6,0.26917299793710825,0.4,579.9899999995098,36.24935511274747,0.002033120638910446,0.16751696599158597,0.10165603194552231,36.24935511274747,54.513090000000005,0.33503393198317194,0.10423092835801659,0.006054163924488655,3.05647434406236e-06,0.007846715794198702,0.12385249995807285,0.0006650019841062127,0.9638555313589882,4.630664738729657,29.960357707616883,7.450693768773644e-05,0.0032494261161345288,1.2480140776423834,0.035132628169520605,578.421442980716
