timestamp,elapsed_min,n_eval,id,cost,elapsed_min,pulloff_force,pulloff_shortfall,pulloff_cost,wrench_achieved,wrench_shortfall,wrench_detach_cost,wrench_drift_cost,xy_drift,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
2026-03-14T23:28:05,0.25,20,a074fe44,0.160498,0.25,719.9800,0.247174,0.247174,70.5340,0.000000,0.000000,0.073823,2.4608,0.089532159,0.0056981111,1.8291195e-05,0.0029213171,0.65149835,0.00057508388,0.13990336,4.3996471,29.857512,2.0137007e-05,0.004576638,1.2057976,0.014514868,912.25248
2026-03-14T23:28:48,0.96,80,ba28e570,0.159105,0.96,719.9800,0.247174,0.247174,55.6266,0.000000,0.000000,0.071036,2.3679,0.06179113,0.0015703793,1.5337388e-05,0.0060257846,0.27023416,0.0013927348,0.034719458,4.1561052,30.048378,2.648207e-05,0.0041922682,1.0206871,0.014544625,710.11967
