trial_id,reward,reward_hold,reward_drive,termination_hold,termination_drive,slip_m,contact_percentage_hold,detachment_fraction_hold,detached_hold,progress_m,progress_rate_mps,contact_percentage_drive,detachment_fraction_drive,detached_drive,stuck,walltime_s
240,-585.4597952798969,-585.4597952798969,-517.6,ok,ok,0.25195905597936796,0.4158,0.5842,False,0.0,0.0,0.4824,0.5176000000000001,False,False,1.261547327041626
241,-587.8663048151839,-587.8663048151839,-528.4,ok,ok,0.3332609630367561,0.4138,0.5862,False,0.0,0.0,0.4716,0.5284,False,False,1.1246697902679443
242,-634.2211384607892,-634.2211384607892,-568.8,ok,ok,0.48422769215786493,0.3682,0.6317999999999999,False,0.0,0.0,0.4312,0.5688,False,False,1.0441601276397705
243,-572.6755294026921,-572.6755294026921,-508.2,ok,ok,0.37510588053843197,0.4292,0.5708,False,0.0,0.0,0.4918,0.5082,False,False,1.124229907989502
244,-940.2,-874.858932776365,-940.2,detached,detached,0.3317865552730053,0.1268,0.8732,True,0.0,0.0,0.0598,0.9402,True,False,1.4760675430297852
245,-579.4323189488883,-574.2062105500975,-579.4323189488883,ok,ok,1.561242110019497,0.4336,0.5664,False,2.1935362102223572,0.0,0.4096,0.5904,False,False,1.0931334495544434
246,-582.199332970864,-582.199332970864,-545.4,ok,ok,0.039866594172786006,0.418,0.5820000000000001,False,0.0,0.0,0.4546,0.5454,False,False,1.1721131801605225
247,-537.0309139026768,-537.0309139026768,-494.4,ok,ok,0.20618278053535818,0.464,0.536,False,0.0,0.0,0.5056,0.49439999999999995,False,False,1.1915619373321533
248,-649.417467060886,-649.417467060886,-559.8000000000001,ok,ok,0.6834934121771977,0.354,0.646,False,0.0,0.0,0.4402,0.5598000000000001,False,False,1.105966567993164
249,-616.136414248368,-616.136414248368,-525.4,ok,ok,0.14728284967362557,0.3846,0.6154,False,0.0,0.0,0.4746,0.5254,False,False,1.0781002044677734
250,-618.5693820823415,-618.5693820823415,-531.0,ok,ok,0.23387641646828633,0.3826,0.6174,False,0.0,0.0,0.469,0.531,False,False,1.124283790588379
251,-1000.22790235184,-1000.22790235184,-1000.0,detached,detached,0.045580470368014055,0.0,1.0,True,0.0,0.0,0.0,1.0,True,False,1.605482816696167
252,-578.5250927268481,-578.5250927268481,-444.3091782615541,ok,ok,2.4650185453696243,0.4338,0.5662,False,2.1781643476891848,0.0,0.5448,0.45520000000000005,False,False,1.1493606567382812
253,-595.6857289256652,-595.6857289256652,-554.4,ok,ok,0.21714578513304159,0.4054,0.5946,False,0.0,0.0,0.4456,0.5544,False,False,1.082247257232666
254,-852.8,-674.6019127158125,-852.8,ok,detached,0.1203825431625352,0.326,0.6739999999999999,False,0.0,0.0,0.1472,0.8528,True,False,0.8704814910888672
255,-613.5008014631646,-613.5008014631646,-570.6,ok,ok,0.18016029263293307,0.3874,0.6126,False,0.0,0.0,0.4294,0.5706,False,False,1.1114306449890137
256,-591.259068133399,-591.259068133399,-553.7636792169321,ok,ok,1.6918136266798067,0.4172,0.5828,False,0.7672641566135894,0.0,0.4424,0.5576,False,False,1.1335299015045166
257,-566.4271913517323,-566.4271913517323,-540.4,ok,ok,0.20543827034647327,0.4346,0.5654,False,0.0,0.0,0.4596,0.5404,False,False,1.122863531112671
258,-645.9342376303747,-645.9342376303747,-536.0,ok,ok,0.2668475260749426,0.3554,0.6446000000000001,False,0.0,0.0,0.464,0.536,False,False,1.1060826778411865
259,-577.4516593626568,-577.4516593626568,-532.5999999999999,ok,ok,0.21033187253135177,0.4236,0.5764,False,0.0,0.0,0.4674,0.5326,False,False,1.052502155303955
260,-929.2,-922.2430664793229,-929.2,detached,detached,0.2486132958645741,0.079,0.921,True,0.0,0.0,0.0708,0.9292,True,False,1.4058551788330078
261,-588.412724206923,-588.412724206923,-488.8,ok,ok,0.28254484138460234,0.413,0.587,False,0.0,0.0,0.5112,0.4888,False,False,1.0347075462341309
262,-553.4620077493516,-553.4620077493516,-536.9999999999999,ok,ok,0.17240154987032447,0.4474,0.5526,False,0.0,0.0,0.463,0.5369999999999999,False,False,1.08054780960083
263,-552.8145889800119,-552.8145889800119,-515.0,ok,ok,0.24291779600236,0.4484,0.5516,False,0.0,0.0,0.485,0.515,False,False,1.156857967376709
264,-581.0,-578.1827593685774,-581.0,ok,ok,0.0765518737154966,0.4222,0.5778,False,0.0,0.0,0.419,0.581,False,False,1.1199274063110352
265,-601.2121257057643,-601.2121257057643,-490.3999999999999,ok,ok,2.762425141152846,0.4126,0.5873999999999999,False,0.0,0.0,0.5096,0.49039999999999995,False,False,1.1719574928283691
266,-945.3262407000998,-945.3262407000998,-869.1999999999999,detached,detached,0.42524814001995354,0.0568,0.9432,True,0.0,0.0,0.1308,0.8692,True,False,0.8413388729095459
267,-610.4615614340804,-610.4615614340804,-529.6,ok,ok,0.05231228681606839,0.3898,0.6102000000000001,False,0.0,0.0,0.4704,0.5296000000000001,False,False,1.1070425510406494
268,-640.1273565144045,-640.1273565144045,-529.8000000000001,ok,ok,0.10547130288090568,0.3604,0.6396,False,0.0,0.0,0.4702,0.5298,False,False,1.1608011722564697
269,-630.52443105955,-630.52443105955,-474.19999999999993,ok,ok,0.18488621191002913,0.3704,0.6295999999999999,False,0.0,0.0,0.5258,0.47419999999999995,False,False,1.145946979522705
270,-606.4677642617961,-606.4677642617961,-523.4,ok,ok,0.4935528523592272,0.396,0.604,False,0.0,0.0,0.4766,0.5234,False,False,1.1722908020019531
271,-613.391400820078,-613.391400820078,-451.40000000000003,ok,ok,3.878280164015602,0.406,0.594,False,0.0,0.0,0.5486,0.4514,False,False,1.0989680290222168
272,-580.198972316509,-580.198972316509,-539.8000000000001,ok,ok,0.19979446330179576,0.4208,0.5791999999999999,False,0.0,0.0,0.4602,0.5398000000000001,False,False,1.150904655456543
273,-825.6042400197344,-802.263445242763,-825.6042400197344,detached,detached,0.1326890485526049,0.1984,0.8016,True,0.1191519960531196,0.0,0.1738,0.8262,True,False,0.9334988594055176
274,-955.6012706320233,-955.6012706320233,-934.2011964132837,detached,detached,0.00025412640466686986,0.0444,0.9556,True,0.039760717343263974,0.0,0.0656,0.9344,True,False,1.79276704788208
275,-615.4212147596946,-615.4212147596946,-484.8,ok,ok,0.20424295193891367,0.3856,0.6144000000000001,False,0.0,0.0,0.5152,0.4848,False,False,1.1050019264221191
276,-640.6551714855134,-640.6551714855134,-541.8000000000001,ok,ok,0.17103429710267723,0.3602,0.6397999999999999,False,0.0,0.0,0.4582,0.5418000000000001,False,False,1.1790533065795898
277,-738.9809354330125,-738.9809354330125,-599.6,ok,ok,0.07618708660253283,0.2614,0.7385999999999999,False,0.0,0.0,0.4004,0.5996,False,False,1.061103105545044
278,-586.8113732095421,-586.8113732095421,-495.6,ok,ok,0.2422746419084303,0.4144,0.5856,False,0.0,0.0,0.5044,0.49560000000000004,False,False,1.1122028827667236
279,-597.2694190498992,-597.2694190498992,-474.6,ok,ok,0.13388380997983781,0.4034,0.5966,False,0.0,0.0,0.5254,0.4746,False,False,1.1414425373077393
280,-545.5960659621963,-545.5960659621963,-492.2,ok,ok,0.23921319243926545,0.4556,0.5444,False,0.0,0.0,0.5078,0.49219999999999997,False,False,1.0418899059295654
281,-602.5877244076969,-602.5877244076969,-533.2,ok,ok,0.19754488153937724,0.3984,0.6016,False,0.0,0.0,0.4668,0.5332,False,False,1.1389999389648438
282,-958.0319361161233,-958.0319361161233,-873.1999999999999,detached,detached,1.4463872232246853,0.0492,0.9508,True,0.0,0.0,0.1268,0.8732,True,False,0.8354179859161377
283,-574.0129151194662,-574.0129151194662,-519.2,ok,ok,3.8025830238932627,0.445,0.5549999999999999,False,0.0,0.0,0.4808,0.5192,False,False,1.1621615886688232
284,-583.7516863066228,-583.7516863066228,-478.58144278120835,ok,ok,2.3103372613245536,0.4278,0.5722,False,4.723711443758333,0.0,0.4978,0.5022,False,False,1.2005362510681152
285,-648.7521690362605,-648.7521690362605,-608.0,ok,ok,0.39043380725209315,0.3532,0.6468,False,0.0,0.0,0.392,0.608,False,False,1.0999846458435059
286,-607.6701525766111,-607.6701525766111,-445.99999999999994,ok,ok,0.13403051532222404,0.393,0.607,False,0.0,0.0,0.554,0.44599999999999995,False,False,1.181187391281128
287,-622.582602394562,-622.582602394562,-573.8,ok,ok,0.1565204789123669,0.3782,0.6218,False,0.0,0.0,0.4262,0.5738,False,False,1.1685738563537598
288,-523.3357462417983,-523.3357462417983,-511.6000000000001,ok,ok,1.6271492483596641,0.4848,0.5152,False,0.0,0.0,0.4884,0.5116,False,False,1.1209821701049805
289,-563.79460501077,-563.79460501077,-498.9394208247769,ok,ok,2.918921002154004,0.4508,0.5492,False,1.3721158350446254,0.0,0.4942,0.5058,False,False,1.1632440090179443
290,-569.2683715464634,-569.2683715464634,-496.0,ok,ok,0.21367430929268164,0.4318,0.5682,False,0.0,0.0,0.504,0.496,False,False,1.102076768875122
291,-633.9546230258576,-633.9546230258576,-586.6,ok,ok,0.19092460517150767,0.367,0.633,False,0.0,0.0,0.4134,0.5866,False,False,1.0596513748168945
292,-564.6934480165376,-564.6934480165376,-504.7455458148267,ok,ok,0.41868960330750526,0.4374,0.5626,False,1.3308908370346784,0.0,0.4886,0.5114000000000001,False,False,1.1628808975219727
293,-628.7162034891289,-628.7162034891289,-558.8,ok,ok,0.06324069782575735,0.3716,0.6284000000000001,False,0.0,0.0,0.4412,0.5588,False,False,1.1043918132781982
