id,cost,elapsed_min,pulloff_force,detach_cost,achieved,goal,shortfall,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
ff743678,0.000000,0.79,1100.9800,0.000000,1100.9800,956.3700,0.000000,0.18852192,0.00237212,0.00011301865,0.001296739,0.15458142,0.00037594593,0.084698673,4.671547,29.498766,2.7249362e-05,0.0049002373,0.72257157,0.038193587,1051.5292
cd057098,0.097002,0.94,863.6000,0.097002,863.6000,956.3700,0.097002,0.031277896,0.0026778796,4.2352609e-05,0.0036792776,0.56499752,0.00043977514,0.6194165,4.5268111,29.715935,3.6775812e-05,0.0035691224,0.6222306,0.071093528,814.08043
b2feea78,0.000000,0.94,1234.1600,0.000000,1234.1600,956.3700,0.000000,0.11564705,0.0039244698,0.000360099,0.0016358641,0.10477148,7.0618535e-05,0.63621615,4.7356846,30.068056,3.0130227e-05,0.0046492496,0.51238583,0.033876653,1184.8525
5f2f5e33,0.131340,0.94,830.7600,0.131340,830.7600,956.3700,0.131340,0.066134485,0.0056632639,3.8609464e-05,0.0047697646,0.061577392,0.00033731477,0.75790419,4.1494484,29.980051,2.0609554e-05,0.004062931,0.63934178,0.034671196,781.20656
8ad453f2,0.000000,0.94,1002.5200,0.000000,1002.5200,956.3700,0.000000,0.092914697,0.0026642846,3.7296183e-05,0.0047443031,0.96814309,0.00052575191,0.49826307,4.1176252,30.02713,7.7028053e-06,0.0046794018,0.64797927,0.018209685,953.21731
c44fe227,0.000000,0.94,1196.7600,0.000000,1196.7600,956.3700,0.000000,0.086608204,0.0037274602,1.1414488e-05,0.0044729834,0.021736734,0.00046058331,0.96403763,4.6229752,30.192362,1.198316e-05,0.002699796,0.50000211,0.056538063,1147.4603
57b07e7f,0.947426,0.94,50.2800,0.947426,50.2800,956.3700,0.947426,0.15786101,0.0022596603,9.2864621e-05,0.001652002,0.0049799386,0.00045306955,0.65676288,4.5227512,30.191761,2.1058991e-05,0.0043638302,0.62031879,0.013230886,1186.4987
7bf8d60f,0.000000,0.94,1178.7400,0.000000,1178.7400,956.3700,0.000000,0.077872934,0.00086192007,0.0001463005,0.0021284286,0.1046635,0.0016070702,0.27006808,3.7316229,29.566103,2.9087319e-05,0.0029186588,0.61660553,0.020137122,1129.4246
23572cee,0.000000,0.94,1246.2200,0.000000,1246.2200,956.3700,0.000000,0.099854945,0.0025671863,1.2000478e-05,0.0050867633,0.37445539,0.0003554205,0.64865244,4.3442909,29.732822,1.0247464e-05,0.0030466335,0.5000421,0.025347573,1196.9577
9918b5f1,0.000000,0.94,1170.6400,0.000000,1170.6400,956.3700,0.000000,0.037216111,0.0076628492,2.7917462e-05,0.0008191533,0.09197605,0.0001648899,0.23240816,4.3067323,29.699395,2.9185871e-05,0.0047862765,0.7759984,0.034309486,1121.3229
746d4b40,0.462697,0.94,513.8600,0.462697,513.8600,956.3700,0.462697,0.29515386,0.0023968332,3.1125622e-05,0.003004473,0.53991042,0.00026311822,0.74944145,4.8601803,30.273385,2.0834549e-05,0.00417589,0.89400053,0.099935386,463.98093
33c99722,0.000000,0.94,1206.1200,0.000000,1206.1200,956.3700,0.000000,0.058733804,0.0036069246,2.5569543e-05,0.002638575,0.29561319,0.000145088,0.90857844,4.5472057,29.448735,9.5247065e-06,0.0026721663,0.58370426,0.030711503,1156.7912
61e562f1,0.000000,0.94,1205.6200,0.000000,1205.6200,956.3700,0.000000,0.11491838,0.0056452505,7.1306681e-05,0.0026350011,0.0020765274,0.00067250927,0.96872811,4.5974333,30.051894,9.0399769e-06,0.003883546,0.89611662,0.069858412,1156.3301
ab9e774e,0.000000,0.94,1042.3800,0.000000,1042.3800,956.3700,0.000000,0.19183938,0.0097970641,7.3875565e-05,0.0029938765,0.19930288,0.00031469139,0.55095631,4.4746715,29.781162,5.0893519e-06,0.0041522321,0.76404903,0.077272361,992.95803
a53f0788,0.000000,0.94,1075.8800,0.000000,1075.8800,956.3700,0.000000,0.058456339,0.0039515927,2.1770658e-05,0.0039312353,0.30283915,0.00071499528,0.19035326,5.4889886,30.069433,2.9967546e-05,0.0029192853,0.50358865,0.080640276,1026.47
56e101f8,0.000000,0.94,1209.7400,0.000000,1209.7400,956.3700,0.000000,0.1312814,0.0012031492,5.9482261e-05,0.0044670873,0.40801259,0.00063000456,0.73553947,4.672926,29.698286,2.8570671e-05,0.0021371662,0.60998945,0.019994949,1160.4092
264ea3b8,0.000000,0.94,1052.1400,0.000000,1052.1400,956.3700,0.000000,0.087371909,0.0054620359,8.4222081e-05,0.00051596988,0.4056397,0.00022653843,0.80475682,4.6419354,30.07354,7.636274e-06,0.0038705914,0.61422894,0.01450855,1005.0863
ae3edc75,0.947405,0.94,50.3000,0.947405,50.3000,956.3700,0.947405,0.10199396,0.0065134226,2.6968332e-05,0.0040454287,0.057061138,0.00023277227,0.86406496,4.3549047,30.290093,1.5511019e-05,0.0019280834,0.78390483,0.013783092,1047.2714
ca6cae94,0.947405,0.94,50.3000,0.947405,50.3000,956.3700,0.947405,0.045689611,0.0025802705,1.8571439e-05,0.0063568868,0.088027578,0.0010652405,0.7564216,4.1603148,30.107262,3.6059433e-05,0.0045034832,0.51203968,0.012006813,1028.2312
8730700d,0.947405,0.94,50.3000,0.947405,50.3000,956.3700,0.947405,0.096422994,0.0034774513,7.8234704e-05,0.001865941,0.060811989,9.1166977e-05,0.31855003,4.5046484,29.439245,2.6907529e-05,0.0047957798,0.57736676,0.012007349,1199.6736
068d5093,0.370892,0.94,601.6600,0.370892,601.6600,956.3700,0.370892,0.11633385,0.0017105109,2.2722115e-05,0.003613552,0.40686241,0.00025926398,0.5747684,4.6649918,29.89175,3.5635973e-05,0.0038093411,0.60696427,0.030963401,551.89758
3a7e1a89,0.000000,1.09,1153.6200,0.000000,1153.6200,956.3700,0.000000,0.22309482,0.0029353804,7.9716069e-05,0.001435739,0.19134181,0.00022991163,0.35746806,4.3719231,29.93387,1.4751399e-05,0.0024149888,0.50350938,0.024186557,1104.2944
d033f462,0.000000,1.09,1071.7600,0.000000,1071.7600,956.3700,0.000000,0.096062846,0.0013967258,0.00021596559,0.0025904215,0.62086027,0.00014702823,0.6523299,4.2996618,29.983978,1.7450022e-05,0.0042350129,0.79841554,0.083645645,1022.2931
318367d0,0.947426,1.09,50.2800,0.947426,50.2800,956.3700,0.947426,0.068279753,0.0026591629,8.8113041e-05,0.0013270998,0.0046402358,0.00020934828,0.53225638,4.6047021,29.901952,1.0539285e-05,0.0031453807,0.6260512,0.012285019,1125.1266
69f1662f,0.023579,1.09,933.8200,0.023579,933.8200,956.3700,0.023579,0.27403885,0.0018629507,6.1451969e-05,0.0018746464,0.001066528,0.00025105285,0.33398617,4.3939738,30.195566,3.3364686e-05,0.0016077318,0.58372332,0.038977862,884.32113
fe5f104d,0.947426,1.09,50.2800,0.947426,50.2800,956.3700,0.947426,0.056550892,0.0025494462,7.2649235e-05,0.0015131227,0.50964454,0.00052843175,0.82917794,4.2325698,30.328704,3.9258715e-05,0.0041501593,0.74884488,0.013478767,1050.1093
494d64bd,0.000000,1.09,1033.8400,0.000000,1033.8400,956.3700,0.000000,0.07538799,0.00043995723,2.7920995e-05,0.0023702741,0.44652342,0.00022250508,0.3735372,3.8881113,30.091891,1.1611198e-05,0.0037750005,0.6040825,0.039667354,984.40008
b271c17c,0.000000,1.09,1085.9800,0.000000,1085.9800,956.3700,0.000000,0.051446922,0.0021574591,2.9737682e-05,0.0035793919,0.2163264,0.00020651192,0.73696091,5.0690647,30.279975,2.9985293e-05,0.0040629,0.53581203,0.020577619,1036.5944
ce772b67,0.000000,1.09,1240.6800,0.000000,1240.6800,956.3700,0.000000,0.1499296,0.0046796789,3.2678945e-05,0.0022764591,0.43530825,0.0010509107,0.52732216,4.1603529,29.764179,3.0275424e-06,0.0033327598,0.55312747,0.017167173,1191.6841
60dd9246,0.000000,1.09,1139.4600,0.000000,1139.4600,956.3700,0.000000,0.057473322,0.0036040372,1.5993764e-05,0.0033488885,0.12019628,9.6940554e-05,0.32911502,4.5976661,29.930976,9.6285176e-06,0.003136287,1.1724006,0.040171879,1090.1336
082680fc,0.000000,1.09,1200.2600,0.000000,1200.2600,956.3700,0.000000,0.41135656,0.0032143559,5.3090334e-05,0.0040986203,0.4161265,0.00030255988,0.33880681,4.6484876,30.299493,1.7134441e-05,0.0029843025,1.1258692,0.037659828,1150.8855
8ae3979c,0.000000,1.09,1157.3200,0.000000,1157.3200,956.3700,0.000000,0.14134289,0.0011297911,7.7330939e-05,0.0019695752,0.11268405,0.00022918446,0.67536279,4.3358217,29.823915,2.920418e-05,0.004217409,0.82953664,0.031560296,1107.9688
d1408181,0.000000,1.09,1183.7400,0.000000,1183.7400,956.3700,0.000000,0.18004544,0.0057574813,0.000170642,0.001810343,0.21711242,0.00036183375,0.78838408,4.3527531,29.871814,1.5327171e-05,0.0042089348,0.67409279,0.034856503,1134.3788
8746e300,0.000000,1.09,1229.2800,0.000000,1229.2800,956.3700,0.000000,0.10298462,0.0067201712,0.00014007299,0.0024788513,0.58399737,0.00019999381,0.24161536,4.0824001,30.144625,7.7596125e-06,0.002517659,0.55881067,0.023305149,1179.9816
aba1e8b1,0.207775,1.09,757.6600,0.207775,757.6600,956.3700,0.207775,0.07988669,0.0019205544,0.00016308199,0.0049849268,0.11963691,0.00046875761,0.90611904,4.6665322,29.708935,1.2113498e-05,0.0049798456,1.149119,0.025404375,708.02922
6bee2f2c,0.000000,1.09,1181.7600,0.000000,1181.7600,956.3700,0.000000,0.23629399,0.0028119413,4.9834138e-05,0.0056566995,0.0122326,0.00062441117,0.37229758,4.4090378,29.80679,1.1058763e-05,0.0046947292,0.79021766,0.047650888,1132.4562
eb5eb8a7,0.000000,1.09,1079.0000,0.000000,1079.0000,956.3700,0.000000,0.14025672,0.0015482969,9.354611e-05,0.0013314793,0.3074298,0.00012317438,0.57740713,4.2996168,29.895352,3.1517749e-05,0.004214029,0.55742208,0.03395876,1029.5923
14d4e801,0.000000,1.09,1233.6800,0.000000,1233.6800,956.3700,0.000000,0.22253048,0.00071018361,3.4402329e-05,0.0026251282,0.53883264,0.00020058571,0.10250823,4.823459,30.212019,1.1363586e-05,0.0032703701,0.87852058,0.04168855,1184.3773
5c09ce3a,0.000000,1.09,1193.0000,0.000000,1193.0000,956.3700,0.000000,0.14987266,0.0030636955,7.2353987e-05,0.0011111973,0.70967905,0.0032255541,0.86647692,4.0301782,30.213859,3.9143881e-06,0.0029110558,0.50273058,0.036305877,1143.6678
f7cb2c00,0.000000,1.09,1000.7600,0.000000,1000.7600,956.3700,0.000000,0.034510766,0.0014406652,6.8914604e-05,0.0045680056,0.016090903,0.00012543322,0.96975512,4.5499644,30.125495,9.4820276e-06,0.0042807388,0.51518378,0.022172565,951.33554
3a1b6679,0.947426,1.09,50.2800,0.947426,50.2800,956.3700,0.947426,0.075560079,0.00094953577,0.00032117447,0.012233186,0.2343081,0.0015851663,0.21668364,4.4893231,29.583405,1.170991e-05,0.0031516846,0.64154632,0.013327433,1038.8031
0b03d8be,0.000000,1.25,1249.1800,0.000000,1249.1800,956.3700,0.000000,0.11550418,0.0010598315,3.091109e-05,0.0013234968,0.09627873,0.00044823445,0.39528091,3.7462961,29.706224,4.6143357e-06,0.0031154763,0.78856547,0.034077094,1199.9025
fdb43e7b,0.000000,1.25,1076.3200,0.000000,1076.3200,956.3700,0.000000,0.1253082,0.005475189,3.9743491e-05,0.0011877381,0.078397061,0.000389288,0.66274495,4.396756,29.867657,1.2613188e-05,0.0039290664,0.52992182,0.078329091,1026.9178
3e174c72,0.000000,1.25,1248.5000,0.000000,1248.5000,956.3700,0.000000,0.26161467,0.00056726018,6.9557722e-05,0.0022405666,0.13073088,0.00032363521,0.25066514,4.3798692,30.029026,1.5375487e-05,0.0043085732,0.57615482,0.024377458,1199.2745
82371a65,0.000000,1.25,1199.7200,0.000000,1199.7200,956.3700,0.000000,0.065973715,0.00057798026,3.7542294e-05,0.004551613,0.37082924,0.0003885834,0.98323582,4.410329,29.98345,1.5992204e-05,0.0026287982,0.54796316,0.023340682,1150.3906
71577d83,0.000000,1.25,1097.1600,0.000000,1097.1600,956.3700,0.000000,0.11682498,0.0023535742,0.00010281092,0.00063557999,0.17518392,0.00056997544,0.98604737,4.7123264,30.583416,2.4234142e-05,0.00095481516,0.68739349,0.099819224,1047.7658
a7d02de1,0.000000,1.25,1198.4000,0.000000,1198.4000,956.3700,0.000000,0.35427851,0.0011352901,0.00017621337,0.0057541342,0.038812079,0.00084088497,0.094140559,4.5911591,29.91726,1.2930979e-05,0.0030873728,0.52169963,0.049172177,1149.0299
8012ecaa,0.000000,1.25,1033.1400,0.000000,1033.1400,956.3700,0.000000,0.12388628,0.0016209486,7.9639761e-05,0.0030227097,0.044370024,0.00069420666,0.63452474,4.1927523,30.167511,1.0624389e-05,0.0040606401,0.53962031,0.019741858,983.70669
afd93b39,0.000000,1.25,1249.0200,0.000000,1249.0200,956.3700,0.000000,0.090085665,0.0020929846,2.7895722e-05,0.00063566416,0.065137479,0.00072552937,0.6650659,4.8351833,30.131147,1.9868577e-05,0.0022680009,0.500033,0.071133917,1199.8003
d0b4f808,0.000000,1.25,1206.1000,0.000000,1206.1000,956.3700,0.000000,0.1973799,0.0013860213,0.00018077697,0.0036655322,0.38522365,0.0004343951,0.54459663,3.9134885,29.733763,6.0315346e-06,0.0033201333,0.93374218,0.015188148,1157.9639
ff7746fc,0.000000,1.25,1187.2200,0.000000,1187.2200,956.3700,0.000000,0.12310394,0.00090882475,0.00013362747,0.0026091537,0.3795962,0.00020103942,0.35463139,4.0608092,30.041757,5.9726537e-06,0.0039134352,0.52421022,0.039298905,1137.871
b96143cd,0.000000,1.25,1227.2600,0.000000,1227.2600,956.3700,0.000000,0.22642053,0.0023444969,7.9624368e-05,0.0062596654,0.13460652,0.0002162915,0.8326988,4.3780401,29.646423,1.5973512e-05,0.0039550597,1.1294353,0.048570584,1177.9661
e7feb3c9,0.243201,1.25,723.7800,0.243201,723.7800,956.3700,0.243201,0.10670276,0.0018950296,7.305283e-05,0.005232351,0.24526474,0.00014950316,0.54786839,4.3046991,30.670534,3.0921945e-05,0.0027381497,0.51013206,0.088551489,674.21729
44bef0d0,0.000000,1.25,1097.7400,0.000000,1097.7400,956.3700,0.000000,0.23316578,0.0029173569,6.6233701e-05,0.0018735087,0.15883959,0.00038130984,0.46786119,4.0501284,29.667372,5.0559419e-06,0.0033572506,0.60946201,0.020327911,1048.3539
35817c0c,0.000000,1.25,1240.6800,0.000000,1240.6800,956.3700,0.000000,0.10083668,0.0038518334,0.00015537673,0.0015465294,0.057888188,0.00012180678,0.98763826,4.129114,29.962006,7.618812e-06,0.0047500115,0.54570162,0.06260183,1191.3743
bac2d7e8,0.000000,1.25,1215.7400,0.000000,1215.7400,956.3700,0.000000,0.19281446,0.001245121,4.0413464e-05,0.0069073855,0.097558039,0.00023328762,0.071782332,3.9133589,30.130229,1.9560601e-05,0.0045624413,0.50005666,0.042070714,1166.4187
81d671b8,0.000000,1.25,1246.8000,0.000000,1246.8000,956.3700,0.000000,0.1790428,0.004270427,5.7054686e-05,0.0074565504,0.38420568,0.00021484492,0.010423526,4.260867,29.540417,1.6482885e-05,0.0033773854,0.59812586,0.030893642,1197.5726
99e502ae,0.947426,1.25,50.2800,0.947426,50.2800,956.3700,0.947426,0.044716227,0.0017601518,4.5557359e-05,0.0068418618,0.0053881433,0.00021436501,0.13276517,4.2779391,29.879044,2.0373797e-05,0.0045973417,0.69395145,0.013823937,975.85367
102b55f3,0.000000,1.25,1237.4800,0.000000,1237.4800,956.3700,0.000000,0.20929311,0.0021161272,6.2942058e-05,0.0010082408,0.011923404,0.00010157868,0.13300203,4.0480684,29.956545,2.3571753e-05,0.004501986,0.67532877,0.017403683,1188.4152
00f55ea8,0.000000,1.25,1124.0000,0.000000,1124.0000,956.3700,0.000000,0.090638039,0.00092772526,7.1512161e-05,0.0029432643,0.24767397,0.00027546857,0.43790016,4.4455674,30.362167,1.1208098e-05,0.002226472,0.52531841,0.08807733,1074.6124
38fdbba5,0.000000,1.25,1204.8200,0.000000,1204.8200,956.3700,0.000000,0.12319964,0.0013244299,5.7510573e-05,0.0035328212,0.21776499,0.00024091835,0.81965462,4.3016228,29.165127,2.0462534e-05,0.0024301736,0.83411523,0.046438416,1155.4841
100d91ba,0.000000,1.40,1041.4200,0.000000,1041.4200,956.3700,0.000000,0.65606415,0.0012446534,8.0144264e-05,0.00093429157,0.10557609,0.00027028455,0.69101428,4.4455429,30.384652,1.1081531e-05,0.0048967157,0.54653287,0.061465305,992.02399
27afce39,0.000000,1.40,1215.3000,0.000000,1215.3000,956.3700,0.000000,0.096847663,0.0032832309,0.00022486583,0.0018057563,0.038248807,0.00075313599,0.39442551,4.3549285,30.438458,3.6183671e-05,0.0030012969,0.54213264,0.014657277,1167.8084
9f0a86f9,0.000000,1.40,1248.2200,0.000000,1248.2200,956.3700,0.000000,0.28504353,0.0018148984,0.00015262262,0.002445562,0.23088317,0.00088088203,0.72713795,4.6637781,30.310029,2.0655161e-05,0.0038119495,0.64215758,0.030435053,1198.9905
bce78c37,0.000000,1.40,1052.4600,0.000000,1052.4600,956.3700,0.000000,0.16662486,0.0055863282,6.1782099e-05,0.0037352082,0.0086720458,0.000279002,0.49472944,4.3493954,29.796436,4.6382583e-06,0.0029886128,0.5476613,0.079427807,1002.9833
0fb4d88a,0.000000,1.40,990.3000,0.000000,990.3000,956.3700,0.000000,0.23895411,0.0075878428,3.0603192e-05,0.0021696651,0.26043714,0.00031404793,0.53370721,3.8233598,29.977551,1.9497727e-06,0.0045533586,0.58417915,0.042257426,940.83257
47ba37ff,0.000000,1.40,1071.4600,0.000000,1071.4600,956.3700,0.000000,0.096852331,0.0006829796,3.1401511e-05,0.00090195878,0.21371064,0.0010050583,0.51490102,4.3500213,29.637344,1.4978047e-05,0.0038931649,0.59807844,0.024542724,1022.0849
426d7aa0,0.000000,1.40,1204.6800,0.000000,1204.6800,956.3700,0.000000,0.1209965,0.00033457931,4.0441971e-05,0.0029498243,0.015568936,0.00040717753,0.60144957,4.3626854,29.843848,8.3405809e-06,0.0036771101,0.59773347,0.027279441,1155.3492
28342c33,0.000000,1.40,1099.7800,0.000000,1099.7800,956.3700,0.000000,0.26954348,0.00081196502,2.579949e-05,0.0039344263,0.10381023,0.0010490384,0.011271092,4.2007995,29.894647,7.2334461e-06,0.0031851051,0.50706235,0.054409925,1050.3721
5710c91b,0.000000,1.40,1104.5000,0.000000,1104.5000,956.3700,0.000000,0.31749088,0.00068857649,5.6280036e-05,0.0012627252,0.3416443,0.00055772531,0.018452271,4.5690506,30.208561,2.706305e-05,0.0016020168,0.52564371,0.095615037,1055.1044
d13b4577,0.215827,1.40,749.9600,0.215827,749.9600,956.3700,0.215827,0.14949591,0.0057133829,3.3034502e-05,0.0026528453,0.080436509,0.00023298612,0.74635657,4.1475935,29.763899,8.5205233e-06,0.0017982468,0.54446288,0.036002331,700.44107
c7d22f29,0.156623,1.40,806.5800,0.156623,806.5800,956.3700,0.156623,0.24037955,0.0056379452,5.0256954e-05,0.00090211319,0.040802065,0.00024938016,0.86446815,4.4460314,30.256099,1.4778424e-05,0.0035851851,0.97321943,0.056698763,757.00818
affcb308,0.000000,1.40,1226.0400,0.000000,1226.0400,956.3700,0.000000,0.28284518,0.00083256778,8.3205623e-05,0.0084104721,0.092314592,0.00034117446,0.69162099,4.3567322,30.139718,2.1174469e-05,0.0033721564,0.62444166,0.033487014,1176.7337
feead4e7,0.000000,1.40,1239.5800,0.000000,1239.5800,956.3700,0.000000,0.11205871,0.004097464,1.8071816e-05,0.001556665,0.24732001,0.000671822,0.36237596,3.8522607,29.583595,1.3918649e-05,0.00091974522,0.50669733,0.053399525,1190.3463
7dfd1f81,0.000000,1.40,1115.8000,0.000000,1115.8000,956.3700,0.000000,0.063291732,0.001180533,6.6990541e-05,0.0018643845,0.10844167,0.0006884798,0.93937168,4.2412109,29.619341,1.2195913e-05,0.0035502691,0.62692764,0.040777259,1066.4594
ea4def0e,0.000000,1.40,1240.6400,0.000000,1240.6400,956.3700,0.000000,0.14582402,0.00073219784,5.4024231e-05,0.0031687782,0.10642642,0.00025306342,0.62071222,4.6945632,30.299191,3.4334828e-06,0.0047480228,0.59704309,0.045663911,1191.3403
fbb4e064,0.000000,1.40,1100.1800,0.000000,1100.1800,956.3700,0.000000,0.18223743,0.00065996546,0.00010741017,0.0017713334,0.21584563,0.00033540331,0.75052234,4.0117747,30.281007,3.9823205e-06,0.0037338037,0.62829654,0.034215656,1050.7854
b3eef70f,0.000000,1.40,1242.6800,0.000000,1242.6800,956.3700,0.000000,0.035730747,0.00079996114,5.3187037e-05,0.0031771743,0.20408368,0.00037990023,0.13030295,4.3720231,29.60844,1.7580577e-05,0.0040748902,0.75332612,0.056064181,1193.4394
b037fec5,0.290442,1.40,678.6000,0.290442,678.6000,956.3700,0.290442,0.12628955,0.0017512853,1.8316322e-05,0.0021775084,0.41823331,0.00040556095,0.46453268,4.5274379,29.503001,6.3274033e-06,0.0047714578,0.71711131,0.030392012,628.98811
049bd0d7,0.000000,1.40,1191.8000,0.000000,1191.8000,956.3700,0.000000,0.069463394,0.0038909278,7.4822201e-05,0.0015418888,0.16754151,0.00020159847,0.70001648,4.4985827,29.728658,9.1952321e-06,0.0039991795,0.87482022,0.019430842,1142.4945
e0a4163a,0.000000,1.40,1096.0600,0.000000,1096.0600,956.3700,0.000000,0.044912008,0.0021595864,3.0330171e-05,0.0028938257,0.41041255,0.00030745811,0.88666886,4.7385919,29.832624,3.6884326e-06,0.003164799,1.0515153,0.098293187,1046.6847
2e1ee2c5,0.000000,1.56,1206.2400,0.000000,1206.2400,956.3700,0.000000,0.29307606,0.00092331747,5.3566893e-05,0.0033374173,0.038411863,0.00055756717,0.6511405,4.45609,30.223953,6.3061895e-05,0.002232507,0.93827704,0.077009334,1156.8883
bd2b7464,0.000000,1.56,1248.7800,0.000000,1248.7800,956.3700,0.000000,0.10633989,0.0016362,4.3704936e-05,0.00064725656,0.51366998,0.00095552552,0.69119139,4.3938614,30.409351,1.0317621e-05,0.0029597484,1.005591,0.077930749,1199.4945
3f09e582,0.131821,1.56,830.3000,0.131821,830.3000,956.3700,0.131821,0.41363157,0.0049065568,0.00012304787,0.00061488932,0.007546352,0.00037334225,0.46230649,3.7484952,29.828735,4.7231938e-06,0.0041672461,0.73723778,0.094018862,780.78941
3f8411c0,0.000000,1.56,997.4600,0.000000,997.4600,956.3700,0.000000,0.50780055,0.004657132,0.00021496775,0.0029550268,0.24708767,0.00090366906,0.29009264,4.860022,30.242113,5.0046736e-05,0.0041029058,0.71205099,0.038963147,947.99579
b5d180eb,0.000000,1.56,1207.0800,0.000000,1207.0800,956.3700,0.000000,0.14977753,0.00089229229,4.9320172e-05,0.0034717453,0.16733904,0.00063509724,0.56243854,3.8294018,30.454302,1.7700681e-05,0.0042170007,0.66289728,0.023064159,1157.7512
2f97a4aa,0.947405,1.56,50.3000,0.947405,50.3000,956.3700,0.947405,0.27633722,0.00089631987,5.4508202e-05,0.0015140857,0.019961098,0.00071532933,0.75928664,4.1585344,29.99032,7.29116e-06,0.0028553757,0.94546632,0.012966469,957.16616
36fd938b,0.000000,1.56,1213.0600,0.000000,1213.0600,956.3700,0.000000,0.51594805,0.0016321159,7.4986188e-05,0.001392679,0.11239042,0.00068391913,0.42370593,4.4224809,29.587792,8.6632302e-06,0.0044958973,0.63367945,0.092509896,1163.7707
1f1e5a9c,0.000000,1.56,1204.5600,0.000000,1204.5600,956.3700,0.000000,0.50188165,0.0010959658,4.467216e-05,0.0038638456,0.13028141,0.00043078409,0.7980406,4.3293012,30.449411,2.5537535e-05,0.0045775001,0.57382948,0.061651972,1155.2712
8382b14e,0.000000,1.56,1053.3400,0.000000,1053.3400,956.3700,0.000000,0.098229652,0.00087811957,2.452886e-05,0.0040720721,0.011834715,0.00066374482,0.9625367,4.0822923,30.186633,1.9157495e-05,0.0039754499,0.53218647,0.039310484,1003.9519
224997e7,0.088407,1.56,871.8200,0.088407,871.8200,956.3700,0.088407,0.20256754,0.0024780287,0.00012366463,0.0034658763,0.10095922,0.00028085267,0.23419676,4.0628281,30.240843,9.9529997e-06,0.0049951213,0.68996506,0.030631088,822.28536
090fb694,0.003356,1.56,953.1600,0.003356,953.1600,956.3700,0.003356,0.58549842,0.0011668212,8.3635399e-05,0.0021830774,0.17253241,0.00044040972,0.63340685,4.7598408,29.926914,5.5662577e-06,0.003244181,0.50416519,0.02582291,903.68135
5d527799,0.000000,1.56,1116.2800,0.000000,1116.2800,956.3700,0.000000,0.28771448,0.0027781522,6.2412711e-05,0.0019248869,0.55242408,0.00034199801,0.39478533,4.8785946,29.759434,7.5200472e-06,0.0039733132,0.50215364,0.031018739,1066.9411
bb610642,0.000000,1.56,1232.3200,0.000000,1232.3200,956.3700,0.000000,0.23353596,0.00075119297,0.00029329606,0.0010657845,0.035660476,0.0004390837,0.26896512,4.1060302,30.118697,3.5741151e-05,0.0040349104,0.50411414,0.027102168,1183.0312
b8b1ad52,0.000000,1.56,1228.0200,0.000000,1228.0200,956.3700,0.000000,0.14078558,0.0059056185,1.7978073e-05,0.0020560628,0.23577553,0.00015315568,0.50634522,4.358493,30.624589,1.6135103e-05,0.0037810798,0.99730557,0.029192951,1178.7085
465b51ca,0.000000,1.56,1249.2400,0.000000,1249.2400,956.3700,0.000000,0.16428629,0.00037284752,6.1296234e-05,0.00054631519,0.081843176,0.00024467057,0.59370412,4.0216991,29.972062,2.1430108e-05,0.0036282824,0.82162065,0.041183831,1199.9735
202ac232,0.000000,1.56,1142.8400,0.000000,1142.8400,956.3700,0.000000,0.43907364,0.00055230835,7.5561229e-05,0.001343569,0.11239191,0.00016440719,0.91166803,4.2689525,30.058055,1.6575982e-05,0.0037952563,0.57619953,0.041365719,1093.4753
1373ad37,0.000000,1.56,1160.3000,0.000000,1160.3000,956.3700,0.000000,0.16210521,0.0022491974,0.00011591769,0.0047162245,0.07483804,0.00028900105,0.022954848,4.6772905,29.847326,8.8483512e-06,0.0026945535,0.59704614,0.062239606,1110.9724
9bea4669,0.000000,1.56,1179.7200,0.000000,1179.7200,956.3700,0.000000,0.23007898,0.0018218729,7.0008783e-05,0.002923071,0.016126073,0.00026487114,0.5420741,4.3937457,29.951921,7.7501851e-06,0.0027395753,0.68251474,0.048221579,1130.3817
a35ff319,0.000000,1.56,1003.8600,0.000000,1003.8600,956.3700,0.000000,0.12716075,0.0019581086,5.0964291e-05,0.0027001588,0.16903636,0.00083688597,0.45087761,4.4693752,29.867909,1.2998313e-05,0.0040802193,0.50766017,0.016409973,955.07813
6a55c06c,0.000000,1.56,1229.0600,0.000000,1229.0600,956.3700,0.000000,0.10982703,0.0021912896,5.9995822e-05,0.0011650871,0.30996552,0.0010975402,0.62271791,4.8792049,30.135685,8.2303347e-06,0.0040973267,0.52222673,0.044513176,1179.8209
