id,cost,elapsed_min,fl_x_drift_mm,fl_y_drift_mm,fl_z_drift_mm,stance_drift_mm,fl_x_cost,fl_y_cost,fl_z_cost,stance_cost,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
c2f3d934,0.11397093445473443,0.5,46.01644137261193,161.94564794115618,159.95882134788047,70.14835005220338,0.005982137378439552,0.021052934232350305,0.06238394032567339,0.02455192251827118,0.18829458374932095,0.0015963884022985595,7.250803167214292e-06,0.0038046388538011556,0.2561176714069022,0.00023735195976450982,0.3163709602820576,4.457762734075084,30.319794069236295,3.5246384145836784e-05,0.0,0.5,0.012000000000000002,800.0000000000003
5f7f24fd,0.01861714985766935,0.5,0.8078082870560434,21.007665215400475,17.400542410145206,25.69979074969535,0.00010501507731728564,0.0027309964780020623,0.006786211539956631,0.008994926762393373,0.13626371735830894,0.010724547425522216,3.460049854701677e-05,0.0062347903321872625,0.3502113204382544,0.0001394815837906176,0.21046497133028846,4.282432180639274,30.63854091973055,1.7930153031844683e-05,0.005,0.5359470028408667,0.065926880563331,1099.9999999999998
eef38237,0.03278671072444317,0.5,3.8419243054960983,17.541522368383667,32.863230859238925,49.114864633530345,0.0004994501597144928,0.002280397907889877,0.012816660035103181,0.01719020262173562,0.12691811945418152,0.0030744769554051734,2.0117022023563356e-05,0.0043034985447679905,0.363504955897766,0.00013561829211663056,0.11661872770411424,4.551776375316636,30.47372737692313,3.531811237589588e-05,0.0,1.2182820400668772,0.08538688012260827,1091.581298415181
294c9e71,0.029233529647006734,0.5,3.61606091489181,18.97890276693014,41.023261281572495,29.42032133873317,0.00047008791893593527,0.0024672573597009184,0.015999071899813273,0.010297112468556609,0.10647234727782746,0.006790263271233492,4.2523297176909016e-05,0.009135383794633163,0.5549703311665718,0.0001357248250386244,0.08955224022630054,4.995278379669375,30.517099716234988,2.7934714429128277e-05,0.0,2.0,0.016124153295016576,800.0000000000003
a5e4e53b,0.026462575322509802,0.5,3.208647175925192,14.438212556173173,45.803898705388484,18.014180177815728,0.000417124132870275,0.0018769676323025127,0.01786352049510151,0.006304963062235504,0.22055303389111947,0.002407789205672748,3.151109100645933e-05,0.00282466618209876,0.60127236463968,0.0008360736925986556,0.5271754720705236,4.6931816379830575,29.384948369690694,3.0576268219398514e-05,0.0,0.5,0.018886214285679086,800.0000000000003
4d563aad,0.026400714491480595,0.5,3.4012720330078756,15.460247802429167,45.5914522614013,17.623001516935062,0.00044216536429102384,0.002009832214315792,0.01778066638194651,0.006168050530927272,0.26624763609488455,0.001264975705301913,3.2299027614405625e-05,0.002263336723110619,0.40169807169141175,0.0006321604879966609,0.6614346311011778,4.901219432232823,29.95364829622503,1.9553171816548772e-05,0.0,1.1823581175232873,0.039134756014771926,800.0000000000003
2b8a5563,0.014788438858080202,0.8,1.5559766628593055,16.061034409148974,14.617477528249465,19.421174807719524,0.00020227696617170973,0.0020879344731893667,0.005700816236017292,0.0067974111827018326,0.03632446294765813,0.003569829442770329,3.0363235666756042e-05,0.002504024186783694,0.001,0.0003593088646968606,0.3668363052651449,4.469148698661746,30.184357100050278,1.4186392789528783e-05,0.005,0.8018918486176262,0.09848025285050725,1099.9999999999998
fdbef1f7,0.018364181857912738,0.8,2.599466903954811,20.08479769169557,26.80138774501585,14.179103542634307,0.00033793069751412546,0.002611023699920424,0.010452541220556182,0.004962686239922008,0.15796148755918046,0.008052649491895027,8.289471448708987e-06,0.013746293036084163,0.3294711673335569,0.00010847682378361098,0.2081828263901665,4.139955092334435,29.854535311253006,0.0001286208761670316,0.0,0.5,0.09653631870859908,800.0000000000003
a62fe69b,1.0,0.8,1000.0,1000.0,1000.0,1000.0,0.13,0.13,0.39,0.35,0.14442343169456484,0.0028396293734611272,2.4475839633851086e-05,0.0028046396975562014,0.5835594046490091,0.000599358100676406,0.5339428941043933,3.9680113297738258,30.049004408204258,2.7685141586525517e-05,0.005,1.071835994595275,0.05613293141681689,800.0000000000003
c2f77997,0.028265965079443504,0.8,3.6058146718774813,15.538857026034217,45.21744775937858,23.263866093020965,0.0004687559073440726,0.0020200514133844483,0.017634804626157647,0.008142353132557338,0.08997299302702208,0.002656724936648814,2.1787638561053857e-05,0.004848823186166438,0.4376287018674507,0.0006197848677631695,0.39588107106970044,4.788304692273563,30.34027378497751,9.28584094824417e-06,0.0,0.5,0.023051847978077546,800.0000000000003
