id,cost,total_movement,Br,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,sliding_friction,torsional_friction,rolling_friction,rocker_stiffness,rocker_damping,wheel_kp,wheel_kv,max_magnetic_distance,noslip_iterations
1d721670,0.010797046896799556,0.010797046896799556,1.5040085826881362,0.0002595000307651339,22.43373385405701,0.8,0.9574627115731899,0.006980983683492237,0.9907688377565131,0.00032722679802506277,0.07893058183851306,21.851626933294558,4.999999999999999,37.41158893058368,3.398989737532387,0.011569748749748145,23
329597f8,0.011003975704902053,0.011003975704902053,1.5147745268498043,0.0005281572123417967,10.282652208788697,0.804381860757869,0.9524774660258389,0.0006305535040199287,0.9046665663213616,0.07852755494724264,8.532678095658718e-05,12.319878776395283,1.1236195345220408,4.464691453311353,9.256818992066885,0.0202414923788615,26
2946cdd6,0.011286888435262567,0.011286888435262567,1.332,0.0006117306178769018,24.880462084879987,0.876757091972092,0.9354133424612143,0.00029678991872141475,0.9,0.00014597038236862592,0.1,100.0,4.999999999999999,29.117569845296114,0.6989011036590732,0.00953528109452452,30
7c5aff56,0.011546698906139139,0.011546698906139139,1.5579928556744196,0.0001,33.70527812344863,0.9027366626855018,1.0,0.01,0.9160557353890862,0.0022144851040445802,0.05014074411788038,60.21781779246275,0.1,1.5417367489179314,10.0,0.08290931831528835,8
5ec027c8,0.011617555743628192,0.011617555743628192,1.4720724934420244,0.00043517144465825367,38.29764603846124,0.9327581280424438,0.9279580679544971,0.0006135835766288074,0.9031763336936363,0.0017536531425407418,0.0004165150595347009,61.12469470186627,1.1489804335727019,49.99999999999999,0.3983229023151574,0.057393938196337924,26
1d79293b,0.011623053391894083,0.011623053391894083,1.6280000000000001,0.000768770844724303,18.407695811059057,0.948684585536224,0.9944920735492034,0.01,0.9603633519614603,0.046384895883513334,0.0025180993820140157,24.258584040974256,2.351041356848236,1.0824549766213025,5.555720654162034,0.08976273267330465,5
75b11092,0.011798406419652773,0.011798406419652773,1.5807715508473876,0.0008,41.90289080576466,0.846695474037507,0.9839530831570762,0.009334400908891607,0.9247656642677733,1e-05,0.02043113765534102,78.04878889600212,0.10001999580937858,49.99999999999999,0.38481614259057656,0.052519492192260576,13
0357c03d,0.012017702613212477,0.012017702613212477,1.6187655487662425,0.0001773096924558045,30.79397871478517,0.841475520101238,0.9023250445582295,0.0004591948193871675,0.9,7.823322143166678e-05,1e-05,100.0,1.9357508054494306,16.783499192430675,5.906783563228489,0.05750542497007753,17
5eb18fc3,0.012627363286506798,0.012627363286506798,1.5143010347391899,0.00018044962242265463,45.01438957326294,0.8,0.915350453973439,0.001042447148320113,0.9,1e-05,1e-05,100.0,0.238989060495917,49.99999999999999,9.424800186144243,0.052606993741451474,30
5fe108b8,0.012841014602001424,0.012841014602001424,1.3456766784332113,0.00027547095415654104,22.083485746720157,0.964403944707829,0.9037099362644888,0.00016032040749701607,0.9832436400263811,0.0004968227449593428,0.017676480252902638,89.89006599892478,4.364044199658514,12.912098764358047,4.195041273561707,0.014630091679997783,17
2e8c735f,0.012853511700839364,0.012853511700839364,1.3638605985765668,0.0007397583191927163,42.96400230898206,0.99,1.0,0.0008352989829249812,0.9,2.559312008906025e-05,7.927786356634263e-05,10.0,0.26541847519685297,2.5177987797862396,0.1,0.009912353036155126,30
1002da8f,0.013136235372810319,0.013136235372810319,1.6280000000000001,0.0004491638031338776,10.0,0.9832689357290813,0.9855210369459737,0.009698477435962007,1.0,0.0002536578173184517,0.0001706409781020167,18.82785533722578,0.1,2.8152627494514357,0.3258634656102211,0.08258278073821723,5
41602a1e,0.013398969312475537,0.013398969312475537,1.3681380345913994,0.00034940848665388245,46.27313766183017,0.8517051273830808,0.9647690120541362,0.00010023992983448861,0.9352568856334169,0.0001656246725411736,4.5564164652235964e-05,34.20498618668373,0.6663640798842098,15.011636851823075,0.34579974413759984,0.010389260394630203,9
2e072e38,0.013442584751389597,0.013442584751389597,1.6280000000000001,0.0006400522248975458,45.09041619406553,0.8999712674487892,0.9245941423976668,0.0032095259704855,0.9,1e-05,0.01044215587734493,100.0,0.1339367116568945,49.99999999999999,0.1499172324720956,0.05284368020694113,19
a9f5ae00,0.013702235673871532,0.013702235673871532,1.6280000000000001,0.0008,13.241602932752206,0.99,0.9346389327710002,0.01,0.9591303744026214,5.776673712567833e-05,2.193658350095386e-05,22.49233114397349,0.4644362961791608,1.3288522136771286,3.4613276867791054,0.0714082330881575,12
c15b2765,0.013838247975060225,0.013838247975060225,1.5532067526006648,0.0004777844926723559,33.47004662655394,0.9833985083801863,0.9607034247686685,0.0003564497907039462,0.9296273505704082,4.582133690843358e-05,1.1549033124221254e-05,26.50949659364384,0.46869665564088364,3.152300460823989,0.10669882710369706,0.009071308492550079,23
fdb1db00,0.014544531763465533,0.014544531763465533,1.3423199507280337,0.0008,50.0,0.99,1.0,0.00044659031895598984,0.9,0.1,1e-05,10.000012747564748,0.1,17.18352011886775,0.10382257009328298,0.010941510678095321,20
2b4d54f6,0.015053768484187059,0.015053768484187059,1.6280000000000001,0.0008,11.118903325495438,0.9506230597570534,0.9672461514017335,0.01,0.9998847210862809,0.0008954687547441997,1e-05,10.0,0.45426651328759565,2.0212921037574665,0.1,0.07511846219328326,5
02558980,0.015157565581229484,0.015157565581229484,1.6139687121339565,0.0006458991325595189,12.730528400356047,0.9252526610686149,0.9639326220910579,0.0001429686785784653,0.9893432142039924,4.041713852304311e-05,0.00011701910100651717,10.0,0.1277599594382587,1.0,0.9325398086908913,0.07081472027476508,19
0c43f0ae,0.015214869901329687,0.015214869901329687,1.6268618087481643,0.0008,10.0,0.99,1.0,0.0001,0.922130852415324,0.1,1e-05,10.0,0.1,1.1090030464410199,0.1,0.011410687019048935,5
8256fb50,0.015643858640106943,0.015643858640106943,1.5444298766459656,0.0004967628569324736,34.550107929405556,0.9816074934319158,0.9579483544888835,0.0002977451176157148,0.9289122439464372,4.2949678175756626e-05,1.4274919923358854e-05,30.150237845930516,0.523319928816144,3.3134314185809695,0.1245753788244801,0.009167111262024111,23
b3d9bf18,0.016356182624319836,0.016356182624319836,1.5502759034141258,0.0002240713935268494,31.507541858923954,0.9194544790511312,0.9245479580663482,0.00031606200255170146,0.9963256140589422,0.0013720034404930415,7.663014207145673e-05,100.0,2.5325042845517456,13.256996148363077,8.89958645794157,0.008915230689929778,11
5817f7e7,0.01643624411400099,0.01643624411400099,1.6256911821286966,0.0008,29.206894472490948,0.8,0.990875026828203,0.01,0.9473404213493334,0.0024262851254530046,0.004435860541346714,16.902051440743747,1.1889351106085164,4.518900245094803,1.2737993212311982,0.08293109034972432,30
