id,cost,avg_vel,Br,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,sliding_friction,torsional_friction,rolling_friction,rocker_stiffness,rocker_damping,wheel_kp,wheel_kv,max_magnetic_distance,noslip_iterations
25bb9624,1.0223242589412473,0.9776757410587527,1.4827907589426088,0.0004595557918221322,14.99273916214124,0.8,0.9007965680529539,0.0003080685557108364,0.9193117077396031,0.0019914236017531273,0.0004569568718039635,27.759510075015626,0.3575035688907722,3.221751350732597,0.19410225232759554,0.008621271474266156,23
3243ceb1,1.0756094103927945,0.9243905896072054,1.343264287228992,0.0003707028893579217,15.00057839379409,0.9612127902934366,1.0,0.01,0.975805383917464,2.0379086599945106e-05,0.00016118007611135056,10.0,0.26408963674741,2.7904969632275374,0.1,0.010550945903171769,8
ab3cc1cf,1.087074220494987,0.912925779505013,1.5706863812001182,0.00028629744136317385,50.0,0.9040222054612774,1.0,0.0015004922871720888,0.925674254765122,0.06287265982339117,6.720191503741723e-05,23.617453045869755,0.5366965788965168,3.07523330553303,0.913074030306647,0.008715718203994756,17
4fc6db59,1.1014494531217518,0.8985505468782481,1.510907544266234,0.00047788876391117123,18.122448989390776,0.9791421784060165,0.9598865466488536,0.0024522789265482973,0.9880467839015258,0.0031435197447135894,0.00015224209209544574,12.74953248482981,0.5965385870152049,2.3503024352065314,0.6808005465661973,0.07049269522854776,13
479a49d3,1.1186940351137005,0.8813059648862994,1.4790935569526942,0.0006461593314960679,50.0,0.99,0.9675376291959639,0.0001,1.0,0.06473376725048337,0.1,26.08350514592427,4.999999999999999,2.997225282849967,0.14440877406630973,0.008379006945004682,8
6b2b4e69,1.1233888822404512,0.8766111177595489,1.413968709311767,0.0001916942330475264,26.129279734875105,0.9807492338091198,0.9167932972963418,0.0014535454607968064,0.9178707894744182,0.0002553720148509695,0.007457878887067931,22.663062416295055,0.12299078336189495,1.9696979718605332,0.1,0.1,5
83a1c069,1.1664212399470872,0.8335787600529126,1.6279958337309766,0.0005426996007519986,22.23201407505993,0.9338322316018645,0.9294551362686366,0.0008572709399571918,0.9875887258061804,0.0007224238201373805,0.024690832674935877,27.502522871453433,0.32886825585803514,3.2286736499344646,0.16625907700693962,0.008547945569556728,23
cad10ae2,1.1838481302405075,0.8161518697594924,1.5601909267913276,0.0006393024334543053,50.0,0.824798094191733,1.0,0.0003024338572878014,0.9128428440327981,0.006958225919796143,0.0003932036318611815,10.133296867194659,0.1,3.622475675530367,0.6688540985128243,0.008491235415411339,30
fddf29dd,1.1843102894330158,0.8156897105669841,1.4279545400668936,0.0004831391787515513,30.482281099107173,0.8799854431556637,0.9662571099903734,0.000143166141402383,0.9441894081021569,0.0008632448004770233,0.00010856783251461998,25.331885712717234,0.1214040951485674,3.133406185840916,0.9783785722695402,0.009614092151017934,25
2ebf5ddd,1.2149385904740173,0.7850614095259828,1.332,0.000718067458615875,43.76335064233521,0.99,0.9652979597492616,0.00023586019431235585,0.9511237312206,5.789329868903377e-05,1.9807835447096844e-05,24.104799307204214,3.411892030648384,2.513355830337451,0.8078435819572072,0.010456972142736035,16
9c750b44,1.2337520614417674,0.7662479385582326,1.35941575457997,0.0005929633989059235,48.08585615768574,0.8,1.0,0.0016221707125181446,1.0,0.001216076230829637,0.0025912347456732983,10.0,0.8451341891571184,2.262564245329819,0.5497970200410102,0.009300233143096017,30
433a3e55,1.3568087057420855,0.6431912942579145,1.4618027763739025,0.0007003306077520724,10.0,0.8512874153759303,0.9095656435112809,0.002389279339587685,1.0,9.858437020964602e-05,0.0001103271520839647,21.328083560229693,0.1,3.0457917280032705,10.0,0.005,23
d18477bf,1.3717887184101454,0.6282112815898546,1.6027582705223145,0.00022166983526120143,28.289207559242293,0.8766223164953129,0.9145022005818321,0.00023600506686017903,0.9007511010621208,0.017280230468328085,6.777690723196662e-05,26.73577361016339,1.9694162497474177,3.0893974083018096,2.9793614051274147,0.009007578026201304,24
9fded85c,1.4084941311248738,0.5915058688751262,1.6280000000000001,0.0008,32.10316562079342,0.8,0.9383074999444045,0.000832702514223398,0.9240768993185235,0.0026602006118328137,1.574685573788241e-05,39.39036710971849,0.5911249216866279,4.176652829438809,0.38037140666574765,0.006078459572033596,27
72ba9501,1.4291064595800345,0.5708935404199657,1.4711035761413191,0.00029569223925773105,45.33976089065037,0.9420665670405086,0.9953071847023953,0.00045867028933948737,0.955276496683549,0.0019461211687965413,0.08343078595778343,11.894501789925954,0.33065117182887954,2.110338467688323,0.34431006137855663,0.02139605359364257,14
2435fc9e,1.4474545478214984,0.5525454521785017,1.467487477488541,0.0004605438665489976,50.0,0.9624396959034487,0.9777151416744649,0.00462434691864692,0.971968049994192,0.1,0.028479805464710167,100.0,2.3628293081974134,10.624890777281763,10.0,0.005,25
57f4e1e5,1.4665994235156663,0.5334005764843337,1.470886538675815,0.0002712333236906932,40.04434183178428,0.9632158626879358,1.0,0.008498540553549415,0.9433121846877511,0.039360556438776076,0.0001884077576942601,10.0,0.46770412271020867,1.2416288606717316,0.11299404075712496,0.1,23
1de6c6b5,1.4890101387715304,0.5109898612284696,1.3934474030789614,0.000678231890033958,30.141681019495913,0.99,0.9651103777515092,0.002978865075860086,0.9185358367271332,0.1,0.0006257291831166824,21.07727285915694,1.1674680126224668,2.9556489545201137,0.7034109421265706,0.005034893717686053,30
1513026d,1.5004766898184536,0.49952331018154633,1.332,0.0001,10.0,0.99,1.0,0.01,0.9,1e-05,0.1,10.0,0.1,1.0,0.1,0.005,30
f86cfd04,1.5527578545607077,0.4472421454392924,1.6280000000000001,0.0008,50.0,0.99,1.0,0.01,1.0,0.1,0.0006260191771867118,45.14685374600842,4.999999999999999,1.0,10.0,0.005,16
66ca7517,1.5590260898512234,0.44097391014877657,1.6280000000000001,0.0008,50.0,0.99,1.0,0.01,1.0,0.1,1e-05,100.0,4.999999999999999,1.0,0.1,0.005,30
e3fbf593,1.5638997598725308,0.43610024012746923,1.3633268842356077,0.0001,23.52620973403853,0.8558995023347773,0.9661835322653116,0.01,0.9052062898366519,1e-05,5.218183741721951e-05,100.0,0.1,1.0,10.0,0.005,22
7ddbf199,1.5677798000629273,0.43222019993707267,1.6280000000000001,0.0008,50.0,0.99,1.0,0.0014667997557570771,1.0,0.1,0.00020527093624805274,17.67272850707551,4.760631218389643,1.55787860249524,0.1,0.005,30
4af80f54,1.5714717547182937,0.4285282452817063,1.332,0.0001,50.0,0.99,1.0,0.01,0.9,1e-05,1e-05,10.0,4.999999999999999,1.0,10.0,0.005,30
f38303f6,1.5739748788174528,0.4260251211825472,1.5045173616265846,0.00020527961797392604,29.91480541278458,0.9381123981024856,0.9188149395875448,0.004071673405177999,0.9365408729765516,0.00027332856678106553,2.1127030464586616e-05,100.0,0.14774665843440982,4.683227809040436,8.712439565149369,0.0054961767495295705,17
555852f4,1.5845003061434477,0.4154996938565524,1.3853851674214783,0.0005352142991505773,15.206033999215819,0.99,1.0,0.01,1.0,0.1,0.012992522347538274,100.0,4.999999999999999,1.0,0.1,0.1,5
a73a9e45,1.6049883239040121,0.395011676095988,1.3860760668824825,0.0007862586183895392,39.55649505358984,0.9334363990376333,0.920642840534511,0.0022244943757714825,0.9687646056791779,0.1,0.08235954579123607,10.0,1.6125685404438133,3.3724251039124344,1.2684302997808856,0.005,15
72fe68b8,1.671430359271272,0.3285696407287279,1.487919863517342,0.0001,10.223776524112331,0.99,0.9977345033499859,0.0004594376697296187,0.9372117480487512,5.280972547190003e-05,0.0004935054604505625,92.27824521266051,0.1,3.366751232578581,1.064031161320471,0.009781190028784869,30
562b0f48,1.6834425030405435,0.3165574969594565,1.607926072720341,0.00042463265339691414,41.58725581078916,0.9484574487589706,0.9,0.01,0.9666411536933912,0.026387390999863067,0.03280437736482382,100.0,0.23835170486562854,2.273629314750381,0.1,0.1,23
78e9aa53,1.686502223825049,0.3134977761749509,1.5929421405285795,0.00020896122895464996,25.458573232563168,0.8341857487967588,0.9826752987021843,0.0008437067720924247,0.9191768710347868,0.03303062859241646,0.0008076921037955077,23.701848437305745,0.3753526345881245,3.2245777490427905,0.97989205408801,0.00886709673153368,22
655a2213,1.8454895351910179,0.15451046480898223,1.4757416710615232,0.0004138969000903732,49.77829850443284,0.8334257980086957,0.9018075363615521,0.0009722712197452008,0.9178822709221329,0.000292331179137677,0.0094772446582279,52.594450770640016,0.3337229276553642,8.351405627357144,1.0414253710293573,0.03364014257819259,11
f6de36a0,1.9049005127236245,0.09509948727637546,1.567776724110629,0.00022840435290631466,41.18764001091078,0.9134015300098326,0.9445832752853591,0.00015847101210439096,0.9459248891965868,0.00021618942406574447,3.727925903376984e-05,44.75983459259065,0.12469285841461956,16.85210891283815,7.53538450929555,0.005011678487323829,30
4b5b1020,1.9962738043932104,0.0037261956067895763,1.4910262956083298,0.0002924515527375209,28.112420898262847,0.946129553507584,0.92522099540939,0.0025308363283010646,0.9445843645637375,0.1,1.8121687018271477e-05,100.0,0.39066785744482757,5.466944183447721,0.1,0.02874006783699915,14
