id,cost,elapsed_min,x_drift_mm,y_drift_mm,z_drift_mm,x_cost,y_cost,z_cost,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solimp_dmin,solimp_width,solimp_midpoint,solimp_power,noslip_iterations,noslip_tolerance,margin,Br,max_magnetic_distance,max_force_per_wheel
97ecc7ad,0.004513406636461636,0.1,1.0334456958688705,0.850580308595496,8.084800270691089,0.0002583614239672176,0.000212645077148874,0.0040424001353455445,0.1993100709452574,0.002874223669426775,4.946613168877267e-05,0.009055529556270276,0.42975298406136814,0.00026900333149851416,0.968070582529494,4.730236174578289,29.859153660095863,4.6001632589744214e-05,0.0017872916114269031,0.8063697911592902,0.040943259645358665,302.34337387471464
f3306357,0.011367128587240368,0.1,20.796287650167226,20.91357846589374,1.879324116450255,0.005199071912541806,0.005228394616473435,0.0009396620582251275,0.04295756422555143,0.0021444362438545104,1.5708998330346772e-05,0.003928938310446146,0.22758888578408776,0.0001192068806249882,0.9397040528052174,4.432265416510619,30.020259040227828,1.1818484916793519e-05,0.0016750156121139899,1.0525935015564154,0.015641476661022495,713.7544554922423
008bfc7a,0.006106083214514365,0.1,8.459683261286447,8.419299364529428,3.7726751161207934,0.0021149208153216116,0.002104824841132357,0.0018863375580603968,0.09339494933808686,0.0025851846141411662,2.0868283446346104e-05,0.011368139889934525,0.4959507747329578,0.0001522933903229267,0.7467687614763326,4.133737748566864,30.062660868786388,8.167329288255346e-06,0.000776378301971622,1.0952352792353568,0.05769525428535812,649.4453012412739
6529d452,0.01854927583937847,0.1,29.286144407252127,27.880662718679787,8.515148115790982,0.007321536101813032,0.006970165679669947,0.004257574057895491,0.13056311803655463,0.002568434936758969,1.1387810578737103e-05,0.0019232884507032308,0.36180639453180125,0.0006563603396399252,0.6030876958689249,3.971074730424728,30.097227968720716,2.423659482073512e-05,0.0014990809424062408,1.3266466775618337,0.07061610116703244,917.2155246040027
297baed9,0.022267759215153102,0.1,35.24569796125421,33.226809203158794,10.299264848099707,0.008811424490313552,0.008306702300789698,0.005149632424049854,0.07920447887255155,0.0025540885841656047,3.975389984867625e-05,0.006203926927048612,0.35624567502786786,0.00027816424948169834,0.16809239556858502,4.141129041113973,30.243764711324804,8.0702146621604e-05,0.002381423535591114,1.5899946728992096,0.04447194052715104,445.3324265326981
398f9da9,0.020087234813154643,0.1,29.40037386197584,30.825725789076095,10.061419800783312,0.0073500934654939605,0.007706431447269024,0.005030709900391657,0.18152384390307244,0.009149821419043911,3.0849782856582656e-05,0.0093196183106372,0.18793475878613752,0.0005579241422278355,0.5261146800657428,4.410295552277079,30.027529019492828,8.011432159817545e-06,0.002147284558689173,1.1794179429065261,0.09495987827374779,472.2166863577621
21df7a68,0.012636025808391623,0.1,24.06759571106174,22.35748971483972,2.059508903832519,0.0060168989277654345,0.00558937242870993,0.0010297544519162595,0.0809034267427688,0.002236002832299955,5.951447363248767e-05,0.003968500045340962,0.34106966845279785,0.00045079903697230244,0.5291238888810588,4.790600762088107,29.78937805415288,2.521727742862326e-05,0.001889194412488823,0.5192770143067864,0.04250406954423689,676.9265717500535
d7383b24,0.009727699866245106,0.1,13.31055644961233,12.195738215392927,6.702252399987584,0.0033276391124030824,0.0030489345538482317,0.003351126199993792,0.1419217752058383,0.0026892031335879083,1.189558335228154e-05,0.0023648579065057755,0.3971841762549784,0.00018168225904488907,0.4516132496523704,4.621218287463668,30.565871937901846,3.567590734262526e-05,0.00291082503904865,0.9661836801664964,0.012026559624081761,592.693642978949
c2ce17d8,0.005020682638973109,0.1,6.269267484382101,7.351390432363861,3.2310363195732372,0.0015673168710955252,0.001837847608090965,0.0016155181597866186,0.14742938735204061,0.017337052844160723,2.7687981643709608e-05,0.003894620737291021,0.4895863203226371,0.00014105559846474045,0.8428541911513149,4.725585549374272,30.237316364483608,1.6872327408667625e-05,0.004291370551894975,0.5287598744105895,0.0519583434863509,1198.9372466918555
9c91b73e,0.0074063523779324516,0.1,6.407637632892116,6.653346297279292,8.2822127907792,0.001601909408223029,0.0016633365743198229,0.0041411063953896,0.07134344890457543,0.0021385040366532684,3.38762729213506e-05,0.0022333443251238943,0.036107444454275786,0.0003315654424789104,0.18130205671369665,4.642081281178184,29.724164848838125,9.225613740516871e-05,0.0013649905460939252,0.8617207460677562,0.060765384173907026,347.51992494734156
08e90b1b,0.010884002300464426,0.1,19.928438184664955,19.88999673282994,1.8587871421814035,0.004982109546166239,0.004972499183207485,0.0009293935710907018,0.1654828448038272,0.007800891308004739,1.041721397798527e-05,0.003592450154892358,0.5779659520658866,0.0005426890389158529,0.12890683482537818,4.103853112526325,30.156586943533828,3.882382009090899e-05,0.002900058453889127,1.1736200905240828,0.021655811533157036,667.9769400943819
97f9636c,0.003974630866779473,0.1,4.79671589091361,3.212688557951212,3.9445595091265355,0.0011991789727284026,0.0008031721394878029,0.0019722797545632677,0.17315567904517995,0.0019306067007862423,0.00011474568196951924,0.004386836005276237,0.14260384521632025,0.0004977022451602439,0.20758923305393223,4.736131284331053,30.34758860466334,1.7938552279827424e-05,0.003847823113630044,1.2101511757771934,0.06112505185937949,1175.466537751931
